TN,TX,TAVG,RH_AVG,SS,RR_lag1,TAVG_lag1,RH_AVG_lag1,SS_lag1,TX_lag1,TN_lag1,RR_rolling_mean_3d_lag1,RR_KAT_ENC
24.8,32.2,27.6,81.0,7.0,4.0,27.7,78.0,1.5,33.2,25.0,3.500000000000005,1
24.5,31.0,27.4,86.0,3.2,5.2,27.6,81.0,7.0,32.2,24.8,4.066666666666671,1
24.0,31.8,27.4,84.0,2.5,1.3,27.4,86.0,3.2,31.0,24.5,3.500000000000005,3
24.4,32.2,27.9,82.0,6.3,27.0,27.4,84.0,2.5,31.8,24.0,11.166666666666671,1
24.8,31.6,26.9,87.0,7.8,3.0,27.9,82.0,6.3,32.2,24.4,10.433333333333339,3
24.6,33.1,27.7,84.0,0.0,26.0,26.9,87.0,7.8,31.6,24.8,18.66666666666667,1
24.6,30.4,27.9,78.0,5.5,2.6,27.7,84.0,0.0,33.1,24.6,10.533333333333339,1
23.6,33.2,29.1,74.0,6.85,6.8,27.9,78.0,5.5,30.4,24.6,11.800000000000004,1
26.2,31.6,27.9,82.0,6.2,3.0,29.1,74.0,6.85,33.2,23.6,4.133333333333338,4
24.4,32.8,28.0,80.0,3.1,0.0,27.9,82.0,6.2,31.6,26.2,3.2666666666666715,1
24.8,33.0,28.7,80.0,1.9,1.5,28.0,80.0,3.1,32.8,24.4,1.5000000000000047,1
25.0,31.2,27.2,84.0,4.0,3.0,28.7,80.0,1.9,33.0,24.8,1.5000000000000047,1
25.0,31.0,26.9,86.0,0.0,1.0,27.2,84.0,4.0,31.2,25.0,1.8333333333333381,4
24.2,31.0,27.1,84.0,6.85,0.0,26.9,86.0,0.0,31.0,25.0,1.3333333333333381,1
25.0,30.0,26.4,90.0,3.5,19.6,27.1,84.0,6.85,31.0,24.2,6.866666666666672,1
24.2,30.8,27.2,86.0,0.0,3.0,26.4,90.0,3.5,30.0,25.0,7.5333333333333385,2
24.8,31.8,26.9,89.0,6.8,102.9,27.2,86.0,0.0,30.8,24.2,41.83333333333334,1
25.0,30.2,27.5,83.0,6.85,10.5,26.9,89.0,6.8,31.8,24.8,38.80000000000001,1
25.0,32.4,27.8,83.0,0.0,2.2,27.5,83.0,6.85,30.2,25.0,38.533333333333346,1
24.4,32.2,27.1,87.0,1.4,3.0,27.8,83.0,0.0,32.4,25.0,5.233333333333342,3
25.0,31.2,27.4,84.0,2.5,30.5,27.1,87.0,1.4,32.2,24.4,11.900000000000011,1
24.3,27.8,25.4,89.0,2.1,3.0,27.4,84.0,2.5,31.2,25.0,12.166666666666677,4
25.0,31.0,27.3,84.0,0.4,0.0,25.4,89.0,2.1,27.8,24.3,11.166666666666677,1
24.2,32.4,27.7,81.0,5.1,6.2,27.3,84.0,0.4,31.0,25.0,3.0666666666666758,1
25.0,32.4,27.7,81.0,9.1,0.8,27.7,81.0,5.1,32.4,24.2,2.333333333333343,4
24.4,32.0,27.0,83.0,1.2,0.0,27.7,81.0,9.1,32.4,25.0,2.333333333333343,1
23.9,32.4,26.3,83.0,6.5,3.0,27.0,83.0,1.2,32.0,24.4,1.2666666666666762,1
24.2,31.6,27.3,82.0,4.8,3.0,26.3,83.0,6.5,32.4,23.9,2.0000000000000093,1
25.0,33.4,28.2,79.0,2.1,1.7,27.3,82.0,4.8,31.6,24.2,2.566666666666676,4
25.2,31.0,27.5,83.0,9.7,0.0,28.2,79.0,2.1,33.4,25.0,1.5666666666666762,1
24.0,31.4,27.0,84.0,5.0,4.3,27.5,83.0,9.7,31.0,25.2,2.0000000000000093,1
25.8,30.6,27.7,83.0,4.5,2.3,27.0,84.0,5.0,31.4,24.0,2.2000000000000095,1
26.0,29.6,26.9,90.0,3.5,1.5,27.7,83.0,4.5,30.6,25.8,2.7000000000000095,1
24.0,31.8,27.1,85.0,2.1,0.6,26.9,90.0,3.5,29.6,26.0,1.4666666666666759,1
24.2,30.4,26.6,88.0,0.7,17.1,27.1,85.0,2.1,31.8,24.0,6.40000000000001,3
25.0,31.2,27.4,84.0,1.4,21.4,26.6,88.0,0.7,30.4,24.2,13.033333333333344,1
25.0,30.8,27.1,88.0,7.8,11.1,27.4,84.0,1.4,31.2,25.0,16.533333333333342,3
24.6,30.6,27.5,83.0,1.0,25.1,27.1,88.0,7.8,30.8,25.0,19.20000000000001,3
24.4,32.2,28.0,80.0,2.7,25.8,27.5,83.0,1.0,30.6,24.6,20.666666666666675,1
25.4,31.0,27.3,87.0,7.1,1.0,28.0,80.0,2.7,32.2,24.4,17.30000000000001,1
24.6,32.2,27.9,86.0,0.0,0.3,27.3,87.0,7.1,31.0,25.4,9.033333333333344,1
25.2,31.8,27.9,84.0,9.1,6.6,27.9,86.0,0.0,32.2,24.6,2.6333333333333426,1
24.0,29.6,25.6,92.0,6.8,6.8,27.9,84.0,9.1,31.8,25.2,4.566666666666676,2
24.0,31.4,27.9,86.0,0.0,109.3,25.6,92.0,6.8,29.6,24.0,40.900000000000006,1
25.0,32.4,28.2,81.0,7.5,10.0,27.9,86.0,0.0,31.4,24.0,42.033333333333346,1
25.0,31.4,27.4,87.0,9.4,3.0,28.2,81.0,7.5,32.4,25.0,40.76666666666668,0
24.0,32.4,27.6,84.0,6.7,78.5,27.4,87.0,9.4,31.4,25.0,30.50000000000001,0
26.0,32.2,28.4,79.0,4.5,54.4,27.6,84.0,6.7,32.4,24.0,45.30000000000001,1
25.4,33.9,28.1,82.0,6.0,0.8,28.4,79.0,4.5,32.2,26.0,44.56666666666667,1
25.0,31.6,26.8,87.0,3.0,3.0,28.1,82.0,6.0,33.9,25.4,19.40000000000001,1
23.9,32.2,27.6,81.0,3.0,10.2,26.8,87.0,3.0,31.6,25.0,4.666666666666676,1
25.0,31.2,27.7,85.0,5.0,16.3,27.6,81.0,3.0,32.2,23.9,9.833333333333343,1
24.0,31.0,26.8,86.0,4.1,3.0,27.7,85.0,5.0,31.2,25.0,9.833333333333343,3
24.6,32.2,27.9,82.0,5.8,34.6,26.8,86.0,4.1,31.0,24.0,17.96666666666668,1
24.0,31.6,27.7,82.0,7.2,0.9,27.9,82.0,5.8,32.2,24.6,12.833333333333343,4
25.2,32.6,28.3,83.0,1.2,0.0,27.7,82.0,7.2,31.6,24.0,11.833333333333343,1
24.9,31.8,27.4,84.0,2.5,3.0,28.3,83.0,1.2,32.6,25.2,1.3000000000000071,1
24.0,31.8,27.5,81.0,7.2,3.0,27.4,84.0,2.5,31.8,24.9,2.000000000000007,1
24.2,32.2,27.0,84.0,7.7,5.5,27.5,81.0,7.2,31.8,24.0,3.8333333333333406,1
24.4,31.4,27.0,85.0,1.9,3.0,27.0,84.0,7.7,32.2,24.2,3.8333333333333406,1
25.0,31.6,26.6,87.0,9.6,3.0,27.0,85.0,1.9,31.4,24.4,3.8333333333333406,0
23.8,31.9,27.6,83.0,3.1,66.9,26.6,87.0,9.6,31.6,25.0,24.30000000000001,1
24.8,31.2,28.2,82.0,10.0,12.1,27.6,83.0,3.1,31.9,23.8,27.333333333333343,1
25.4,31.2,27.5,85.0,9.0,0.6,28.2,82.0,10.0,31.2,24.8,26.533333333333346,1
25.5,30.4,27.2,84.0,6.85,11.6,27.5,85.0,9.0,31.2,25.4,8.100000000000009,1
24.6,30.2,26.8,85.0,3.2,1.1,27.2,84.0,6.85,30.4,25.5,4.4333333333333425,3
25.0,30.2,27.1,86.0,5.6,46.1,26.8,85.0,3.2,30.2,24.6,19.60000000000001,1
25.0,31.5,27.6,85.0,6.7,0.7,27.1,86.0,5.6,30.2,25.0,15.966666666666677,4
24.5,31.6,27.8,83.0,7.5,0.0,27.6,85.0,6.7,31.5,25.0,15.60000000000001,1
24.8,31.4,28.0,81.0,9.8,3.0,27.8,83.0,7.5,31.6,24.5,1.233333333333343,1
25.0,31.9,28.1,81.0,9.0,1.5,28.0,81.0,9.8,31.4,24.8,1.5000000000000095,1
25.6,32.4,28.1,82.0,9.8,3.0,28.1,81.0,9.0,31.9,25.0,2.5000000000000093,1
25.2,31.8,28.2,84.0,8.1,2.2,28.1,82.0,9.8,32.4,25.6,2.2333333333333427,1
25.6,31.8,28.2,82.0,8.5,3.0,28.2,84.0,8.1,31.8,25.2,2.7333333333333427,1
25.3,32.2,28.5,82.0,7.1,3.0,28.2,82.0,8.5,31.8,25.6,2.7333333333333427,1
26.0,32.5,28.0,86.0,10.0,3.0,28.5,82.0,7.1,32.2,25.3,3.0,1
25.0,32.0,27.9,85.0,6.8,3.0,28.0,86.0,10.0,32.5,26.0,3.0,3
25.0,32.0,27.7,85.0,4.5,25.4,27.9,85.0,6.8,32.0,25.0,10.466666666666676,1
24.6,29.2,26.7,90.0,6.3,13.0,27.7,85.0,4.5,32.0,25.0,13.80000000000001,3
25.4,31.8,28.2,82.0,0.0,46.2,26.7,90.0,6.3,29.2,24.6,28.200000000000006,1
24.8,32.0,27.8,85.0,8.2,3.0,28.2,82.0,0.0,31.8,25.4,20.733333333333345,3
25.0,32.0,29.4,76.0,7.0,35.0,27.8,85.0,8.2,32.0,24.8,28.066666666666677,4
25.4,31.4,28.2,81.0,7.0,0.0,29.4,76.0,7.0,32.0,25.0,12.666666666666677,1
24.6,33.0,28.7,83.0,4.3,8.3,28.2,81.0,7.0,31.4,25.4,14.433333333333342,1
25.8,32.8,28.4,83.0,6.2,3.0,28.7,83.0,4.3,33.0,24.6,3.7666666666666764,1
25.0,32.4,28.7,80.0,5.4,7.7,28.4,83.0,6.2,32.8,25.8,6.333333333333343,1
25.3,31.4,27.9,83.0,5.3,3.0,28.7,80.0,5.4,32.4,25.0,4.566666666666676,1
25.8,31.6,28.4,83.0,1.1,1.5,27.9,83.0,5.3,31.4,25.3,4.066666666666676,1
26.0,32.5,27.9,84.0,2.3,3.0,28.4,83.0,1.1,31.6,25.8,2.5000000000000093,1
24.2,32.2,27.3,89.0,7.1,3.0,27.9,84.0,2.3,32.5,26.0,2.5000000000000093,1
25.0,32.0,28.1,84.0,8.0,4.4,27.3,89.0,7.1,32.2,24.2,3.466666666666676,1
25.0,32.0,28.1,83.0,8.2,1.1,28.1,84.0,8.0,32.0,25.0,2.833333333333343,3
25.0,31.4,27.7,86.0,5.5,34.4,28.1,83.0,8.2,32.0,25.0,13.30000000000001,0
25.0,31.8,27.5,83.0,7.0,66.1,27.7,86.0,5.5,31.4,25.0,33.866666666666674,1
25.8,31.8,28.4,85.0,9.2,0.6,27.5,83.0,7.0,31.8,25.0,33.7,4
26.2,31.6,28.3,86.0,4.0,0.0,28.4,85.0,9.2,31.8,25.8,22.233333333333338,1
26.0,33.0,29.0,82.0,5.0,3.0,28.3,86.0,4.0,31.6,26.2,1.2000000000000095,1
26.4,32.0,28.9,85.0,9.5,3.0,29.0,82.0,5.0,33.0,26.0,2.0000000000000093,1
26.2,31.8,28.5,88.0,8.0,1.0,28.9,85.0,9.5,32.0,26.4,2.333333333333343,1
26.8,32.2,28.8,84.0,5.2,12.5,28.5,88.0,8.0,31.8,26.2,5.50000000000001,1
26.8,32.8,28.9,84.0,3.2,3.0,28.8,84.0,5.2,32.2,26.8,5.50000000000001,1
26.2,32.0,28.5,85.0,5.5,3.0,28.9,84.0,3.2,32.8,26.8,6.166666666666676,1
26.4,32.4,29.2,82.0,5.0,1.8,28.5,85.0,5.5,32.0,26.2,2.6000000000000094,1
26.8,31.7,28.7,85.0,8.5,3.0,29.2,82.0,5.0,32.4,26.4,2.6000000000000094,1
26.5,31.6,28.7,82.0,7.4,7.0,28.7,85.0,8.5,31.7,26.8,3.933333333333343,1
26.0,31.8,28.7,83.0,9.1,4.0,28.7,82.0,7.4,31.6,26.5,4.666666666666676,1
25.4,30.6,27.2,89.0,10.0,3.0,28.7,83.0,9.1,31.8,26.0,4.666666666666676,3
25.0,31.6,27.4,88.0,2.2,23.9,27.2,89.0,10.0,30.6,25.4,10.30000000000001,1
25.4,31.8,28.0,84.0,8.4,10.3,27.4,88.0,2.2,31.6,25.0,12.400000000000011,1
24.7,30.2,27.5,86.0,0.8,0.4,28.0,84.0,8.4,31.8,25.4,11.533333333333344,1
25.4,31.4,28.0,85.0,0.5,4.5,27.5,86.0,0.8,30.2,24.7,5.066666666666676,1
25.6,32.4,28.5,82.0,6.7,3.0,28.0,85.0,0.5,31.4,25.4,2.633333333333343,1
24.9,31.5,27.5,85.0,8.5,3.0,28.5,82.0,6.7,32.4,25.6,3.5000000000000093,1
25.0,29.8,26.3,89.0,3.8,9.1,27.5,85.0,8.5,31.5,24.9,5.033333333333343,1
24.0,30.6,27.4,85.0,0.2,3.0,26.3,89.0,3.8,29.8,25.0,5.033333333333343,3
24.6,33.0,28.3,79.0,4.2,20.7,27.4,85.0,0.2,30.6,24.0,10.933333333333342,1
25.0,33.2,28.4,80.0,8.3,3.0,28.3,79.0,4.2,33.0,24.6,8.90000000000001,1
25.4,34.0,28.5,81.0,7.4,3.0,28.4,80.0,8.3,33.2,25.0,8.900000000000011,1
25.6,31.4,27.7,84.0,8.8,3.0,28.5,81.0,7.4,34.0,25.4,3.0,4
25.6,31.0,27.5,83.0,7.2,0.0,27.7,84.0,8.8,31.4,25.6,2.0000000000000093,1
25.8,30.4,27.7,86.0,3.4,10.2,27.5,83.0,7.2,31.0,25.6,4.400000000000009,1
24.0,31.0,27.1,82.0,3.5,3.2,27.7,86.0,3.4,30.4,25.8,4.466666666666676,1
24.7,31.0,27.5,80.0,9.6,1.8,27.1,82.0,3.5,31.0,24.0,5.066666666666676,1
25.3,31.0,27.5,83.0,8.2,3.0,27.5,80.0,9.6,31.0,24.7,2.6666666666666763,1
25.6,31.0,26.3,89.0,4.5,3.0,27.5,83.0,8.2,31.0,25.3,2.6000000000000094,1
23.7,30.5,26.7,86.0,2.5,10.1,26.3,89.0,4.5,31.0,25.6,5.366666666666677,1
23.8,31.7,27.2,85.0,8.0,2.9,26.7,86.0,2.5,30.5,23.7,5.333333333333343,4
24.6,31.8,27.3,86.0,3.8,0.0,27.2,85.0,8.0,31.7,23.8,4.333333333333343,1
25.4,31.5,27.5,84.0,6.4,11.3,27.3,86.0,3.8,31.8,24.6,4.733333333333343,1
25.0,31.0,27.7,84.0,8.4,3.0,27.5,84.0,6.4,31.5,25.4,4.766666666666676,3
25.4,30.6,27.6,88.0,7.3,43.0,27.7,84.0,8.4,31.0,25.0,19.10000000000001,1
25.0,31.2,26.9,86.0,4.0,4.8,27.6,88.0,7.3,30.6,25.4,16.93333333333334,1
25.0,30.9,27.3,84.0,0.4,3.0,26.9,86.0,4.0,31.2,25.0,16.93333333333334,1
24.6,31.0,27.3,86.0,6.5,3.0,27.3,84.0,0.4,30.9,25.0,3.60000000000001,3
25.0,31.0,26.7,90.0,4.3,28.2,27.3,86.0,6.5,31.0,24.6,11.400000000000011,1
23.7,29.8,26.0,90.0,4.2,3.0,26.7,90.0,4.3,31.0,25.0,11.400000000000011,1
24.0,30.9,27.0,85.0,2.3,17.4,26.0,90.0,4.2,29.8,23.7,16.200000000000006,1
24.8,30.6,27.6,87.0,9.0,0.5,27.0,85.0,2.3,30.9,24.0,6.966666666666676,3
24.4,31.2,27.5,84.0,4.5,23.5,27.6,87.0,9.0,30.6,24.8,13.80000000000001,1
24.8,31.4,28.0,79.0,7.3,6.6,27.5,84.0,4.5,31.2,24.4,10.20000000000001,1
25.0,31.2,27.0,85.0,9.4,0.1,28.0,79.0,7.3,31.4,24.8,10.066666666666675,1
24.6,31.4,26.9,84.0,6.3,3.0,27.0,85.0,9.4,31.2,25.0,3.2333333333333427,1
24.6,30.0,27.0,84.0,5.3,6.5,26.9,84.0,6.3,31.4,24.6,3.2000000000000095,1
25.2,29.8,26.4,90.0,5.4,2.2,27.0,84.0,5.3,30.0,24.6,3.9000000000000092,3
23.9,27.6,25.3,92.0,1.5,27.2,26.4,90.0,5.4,29.8,25.2,11.966666666666676,3
24.4,30.0,26.9,77.0,6.85,25.6,25.3,92.0,1.5,27.6,23.9,18.333333333333343,0
23.4,30.2,26.5,76.0,9.4,57.9,26.9,77.0,6.85,30.0,24.4,36.900000000000006,4
25.0,30.2,25.9,84.0,10.0,0.0,26.5,76.0,9.4,30.2,23.4,27.833333333333343,1
23.0,31.0,26.5,86.0,9.5,3.0,25.9,84.0,10.0,30.2,25.0,20.300000000000008,1
24.8,28.4,26.6,88.0,9.0,1.2,26.5,86.0,9.5,31.0,23.0,1.4000000000000095,1
25.4,30.4,27.6,88.0,2.5,3.0,26.6,88.0,9.0,28.4,24.8,2.4000000000000097,3
26.3,31.6,28.4,84.0,6.85,28.8,27.6,88.0,2.5,30.4,25.4,11.000000000000009,1
25.6,31.5,27.9,86.0,7.4,3.0,28.4,84.0,6.85,31.6,26.3,11.600000000000009,4
26.0,30.7,27.3,86.0,4.0,0.0,27.9,86.0,7.4,31.5,25.6,10.60000000000001,1
24.8,30.1,27.0,83.0,6.5,1.5,27.3,86.0,4.0,30.7,26.0,1.5000000000000095,1
24.9,29.8,26.7,78.0,8.5,3.0,27.0,83.0,6.5,30.1,24.8,1.5000000000000095,4
24.0,29.8,26.6,78.0,8.0,0.0,26.7,78.0,8.5,29.8,24.9,1.5000000000000095,1
23.5,29.2,25.9,86.0,7.3,1.3,26.6,78.0,8.0,29.8,24.0,1.4333333333333427,1
24.2,30.2,26.8,86.0,4.3,4.6,25.9,86.0,7.3,29.2,23.5,1.9666666666666759,1
24.1,30.8,28.1,80.0,7.0,12.9,26.8,86.0,4.3,30.2,24.2,6.266666666666676,1
25.6,30.2,27.7,90.0,8.3,1.6,28.1,80.0,7.0,30.8,24.1,6.366666666666675,1
24.0,30.2,27.3,86.0,6.85,9.4,27.7,90.0,8.3,30.2,25.6,7.966666666666676,3
24.8,30.0,27.0,88.0,6.85,41.0,27.3,86.0,6.85,30.2,24.0,17.333333333333343,3
24.4,28.6,26.0,88.0,7.2,27.8,27.0,88.0,6.85,30.0,24.8,26.066666666666677,0
24.6,30.2,27.1,82.0,2.2,62.3,26.0,88.0,7.2,28.6,24.4,43.70000000000001,1
25.4,30.1,27.8,76.0,4.7,1.2,27.1,82.0,2.2,30.2,24.6,30.433333333333348,4
25.0,30.0,26.9,81.0,9.0,0.0,27.8,76.0,4.7,30.1,25.4,21.166666666666675,1
24.5,30.0,26.6,84.0,8.3,3.0,26.9,81.0,9.0,30.0,25.0,1.4000000000000095,4
24.8,29.5,27.3,77.0,6.1,0.0,26.6,84.0,8.3,30.0,24.5,1.0000000000000095,1
24.8,30.0,27.0,82.0,4.0,0.7,27.3,77.0,6.1,29.5,24.8,1.233333333333343,1
24.8,29.8,27.0,84.0,5.0,0.4,27.0,82.0,4.0,30.0,24.8,0.3666666666666762,1
21.6,29.4,25.4,76.0,7.8,2.6,27.0,84.0,5.0,29.8,24.8,1.233333333333343,4
25.0,28.8,24.6,83.0,9.5,0.0,25.4,76.0,7.8,29.4,21.6,1.0000000000000095,1
21.8,29.2,26.1,84.0,9.5,3.0,24.6,83.0,9.5,28.8,25.0,1.866666666666676,1
25.8,29.3,27.1,84.0,5.5,3.0,26.1,84.0,9.5,29.2,21.8,2.0000000000000093,1
24.6,29.4,26.3,84.0,5.3,3.0,27.1,84.0,5.5,29.3,25.8,3.0,1
23.4,29.4,25.7,84.0,7.8,3.0,26.3,84.0,5.3,29.4,24.6,3.0,1
23.4,29.8,26.3,86.0,9.0,3.0,25.7,84.0,7.8,29.4,23.4,3.0,1
24.0,30.0,27.2,84.0,8.0,3.0,26.3,86.0,9.0,29.8,23.4,3.0,1
24.6,29.6,26.6,87.0,7.8,3.0,27.2,84.0,8.0,30.0,24.0,3.0,1
26.0,30.6,27.5,81.0,3.1,3.0,26.6,87.0,7.8,29.6,24.6,3.0,1
23.0,30.6,26.4,79.0,10.0,0.6,27.5,81.0,3.1,30.6,26.0,2.2000000000000095,1
23.2,30.4,26.5,82.0,10.2,3.0,26.4,79.0,10.0,30.6,23.0,2.2000000000000095,4
23.8,29.8,26.4,83.0,9.7,0.0,26.5,82.0,10.2,30.4,23.2,1.2000000000000095,3
24.6,29.4,26.4,81.0,7.2,40.7,26.4,83.0,9.7,29.8,23.8,14.566666666666677,1
24.0,28.6,25.4,90.0,7.0,3.0,26.4,81.0,7.2,29.4,24.6,14.566666666666677,1
25.0,28.0,25.6,91.0,1.5,10.1,25.4,90.0,7.0,28.6,24.0,17.933333333333344,0
25.0,28.8,26.4,90.0,2.4,65.1,25.6,91.0,1.5,28.0,25.0,26.066666666666674,3
25.0,29.0,27.1,87.0,4.5,22.0,26.4,90.0,2.4,28.8,25.0,32.400000000000006,1
24.0,30.2,26.3,88.0,3.0,17.1,27.1,87.0,4.5,29.0,25.0,34.73333333333334,3
24.0,30.4,26.8,85.0,4.6,33.9,26.3,88.0,3.0,30.2,24.0,24.333333333333343,1
24.4,30.6,27.4,86.0,3.4,3.0,26.8,85.0,4.6,30.4,24.0,18.00000000000001,1
24.4,30.6,27.2,87.0,7.0,1.5,27.4,86.0,3.4,30.6,24.4,12.80000000000001,1
25.4,30.7,27.7,80.0,7.4,5.2,27.2,87.0,7.0,30.6,24.4,3.2333333333333427,1
24.6,29.8,26.6,84.0,9.4,1.6,27.7,80.0,7.4,30.7,25.4,2.7666666666666764,1
25.4,31.0,26.8,78.0,8.2,10.9,26.6,84.0,9.4,29.8,24.6,5.90000000000001,1
25.4,30.0,27.5,73.0,5.8,3.0,26.8,78.0,8.2,31.0,25.4,5.166666666666677,1
25.9,29.6,27.3,76.0,6.6,3.0,27.5,73.0,5.8,30.0,25.4,5.633333333333343,4
25.0,29.6,26.8,82.0,1.2,0.0,27.3,76.0,6.6,29.6,25.9,2.0000000000000093,4
25.0,29.2,27.1,80.0,8.5,0.0,26.8,82.0,1.2,29.6,25.0,1.0000000000000095,4
25.4,29.0,26.7,79.0,10.0,0.0,27.1,80.0,8.5,29.2,25.0,0.0,1
25.4,29.2,26.8,80.0,8.5,1.0,26.7,79.0,10.0,29.0,25.4,0.3333333333333428,4
25.3,28.8,26.6,84.0,8.7,0.0,26.8,80.0,8.5,29.2,25.4,0.3333333333333428,4
25.2,29.2,26.7,79.0,3.0,0.0,26.6,84.0,8.7,28.8,25.3,0.3333333333333428,1
25.0,28.8,26.4,78.0,9.6,3.0,26.7,79.0,3.0,29.2,25.2,1.0000000000000095,1
24.5,28.6,26.1,81.0,9.3,2.7,26.4,78.0,9.6,28.8,25.0,1.9000000000000095,1
24.8,29.0,26.1,84.0,2.9,0.1,26.1,81.0,9.3,28.6,24.5,1.9333333333333427,1
25.6,28.0,26.5,88.0,9.2,0.8,26.1,84.0,2.9,29.0,24.8,1.2000000000000095,1
25.4,29.2,27.0,86.0,0.4,3.0,26.5,88.0,9.2,28.0,25.6,1.3000000000000094,1
25.4,29.2,27.1,87.0,4.8,3.6,27.0,86.0,0.4,29.2,25.4,2.466666666666676,1
25.6,29.4,27.1,83.0,10.3,10.0,27.1,87.0,4.8,29.2,25.4,5.533333333333343,1
23.6,29.4,26.1,84.0,9.1,3.0,27.1,83.0,10.3,29.4,25.6,5.533333333333343,4
24.2,30.2,26.6,86.0,9.6,0.0,26.1,84.0,9.1,29.4,23.6,4.333333333333344,4
25.6,30.2,27.5,82.0,8.6,0.0,26.6,86.0,9.6,30.2,24.2,1.00000000000001,1
25.0,30.2,27.2,84.0,8.8,0.8,27.5,82.0,8.6,30.2,25.6,0.26666666666667677,1
24.3,30.2,26.5,89.0,4.3,0.7,27.2,84.0,8.8,30.2,25.0,0.5000000000000101,0
23.6,29.3,26.2,88.0,3.9,92.6,26.5,89.0,4.3,30.2,24.3,31.366666666666674,0
25.0,30.2,26.2,89.0,3.3,63.5,26.2,88.0,3.9,29.3,23.6,52.26666666666667,1
23.8,28.6,26.2,88.0,6.3,1.4,26.2,89.0,3.3,30.2,25.0,52.50000000000001,2
24.6,30.9,26.9,88.0,0.7,112.2,26.2,88.0,6.3,28.6,23.8,59.03333333333334,3
23.4,31.0,26.7,86.0,6.4,31.4,26.9,88.0,0.7,30.9,24.6,48.33333333333334,3
24.8,30.8,27.6,82.0,9.6,42.1,26.7,86.0,6.4,31.0,23.4,61.90000000000001,1
24.0,30.9,26.1,86.0,7.5,1.4,27.6,82.0,9.6,30.8,24.8,24.96666666666668,3
24.0,29.8,26.4,90.0,6.2,31.8,26.1,86.0,7.5,30.9,24.0,25.10000000000001,2
24.4,30.6,27.6,81.0,4.0,109.2,26.4,90.0,6.2,29.8,24.0,47.466666666666676,1
25.4,30.3,27.3,83.0,7.4,16.7,27.6,81.0,4.0,30.6,24.4,52.56666666666667,1
25.6,30.4,27.7,81.0,8.8,3.7,27.3,83.0,7.4,30.3,25.4,43.20000000000001,1
26.6,29.1,27.4,79.0,6.8,3.0,27.7,81.0,8.8,30.4,25.6,7.800000000000004,1
24.2,30.0,26.7,86.0,2.0,3.0,27.4,79.0,6.8,29.1,26.6,3.233333333333338,0
24.8,30.2,27.2,85.0,4.8,56.1,26.7,86.0,2.0,30.0,24.2,20.700000000000006,3
25.4,30.2,27.6,85.0,5.2,38.6,27.2,85.0,4.8,30.2,24.8,32.56666666666667,1
24.2,30.0,26.8,87.0,7.5,2.8,27.6,85.0,5.2,30.2,25.4,32.50000000000001,0
24.6,30.4,27.9,81.0,7.4,92.3,26.8,87.0,7.5,30.0,24.2,44.56666666666667,1
25.7,30.0,27.2,84.0,9.1,6.5,27.9,81.0,7.4,30.4,24.6,33.86666666666667,1
24.6,29.8,26.9,84.0,6.2,2.6,27.2,84.0,9.1,30.0,25.7,33.8,1
25.0,29.8,26.8,80.0,9.5,3.6,26.9,84.0,6.2,29.8,24.6,4.233333333333333,1
25.2,30.0,27.3,80.0,8.0,0.1,26.8,80.0,9.5,29.8,25.0,2.1,1
25.8,29.6,26.8,88.0,5.2,0.2,27.3,80.0,8.0,30.0,25.2,1.3,1
25.2,31.0,27.5,83.0,0.4,1.4,26.8,88.0,5.2,29.6,25.8,0.5666666666666667,1
25.1,30.0,26.3,88.0,5.3,17.8,27.5,83.0,0.4,31.0,25.2,6.466666666666668,1
24.0,29.4,26.2,88.0,5.2,17.1,26.3,88.0,5.3,30.0,25.1,12.100000000000001,1
24.4,30.0,26.8,86.0,7.7,9.0,26.2,88.0,5.2,29.4,24.0,14.633333333333335,1
24.0,28.8,26.1,86.0,7.0,5.0,26.8,86.0,7.7,30.0,24.4,10.366666666666667,3
24.3,27.6,25.5,93.0,1.4,27.1,26.1,86.0,7.0,28.8,24.0,13.700000000000001,3
24.4,29.6,26.5,89.0,0.0,30.6,25.5,93.0,1.4,27.6,24.3,20.900000000000002,1
24.2,28.0,25.2,94.0,1.3,13.3,26.5,89.0,0.0,29.6,24.4,23.666666666666668,2
24.0,29.0,25.8,90.0,2.5,114.5,25.2,94.0,1.3,28.0,24.2,52.800000000000004,1
23.8,30.0,26.3,86.0,1.8,13.1,25.8,90.0,2.5,29.0,24.0,46.96666666666667,1
25.0,28.3,26.1,89.0,7.3,16.2,26.3,86.0,1.8,30.0,23.8,47.93333333333334,1
24.4,28.8,26.2,88.0,0.5,2.1,26.1,89.0,7.3,28.3,25.0,10.466666666666667,1
24.4,27.8,25.5,89.0,2.3,8.3,26.2,88.0,0.5,28.8,24.4,8.866666666666665,1
24.0,27.6,26.3,86.0,0.0,4.7,25.5,89.0,2.3,27.8,24.4,5.033333333333334,1
25.0,29.0,27.1,80.0,0.0,9.9,26.3,86.0,0.0,27.6,24.0,7.633333333333333,1
24.5,29.8,26.7,87.0,0.0,0.4,27.1,80.0,0.0,29.0,25.0,5.0,1
25.0,30.2,27.9,78.0,4.2,0.8,26.7,87.0,0.0,29.8,24.5,3.6999999999999997,1
25.0,29.0,26.2,86.0,1.0,3.0,27.9,78.0,4.2,30.2,25.0,1.3999999999999995,1
24.8,29.0,26.1,90.0,0.0,0.6,26.2,86.0,1.0,29.0,25.0,1.4666666666666661,1
