TN,TX,TAVG,RH_AVG,SS,RR_lag1,TAVG_lag1,RH_AVG_lag1,SS_lag1,TX_lag1,TN_lag1,RR_rolling_mean_3d_lag1,RR_KAT_ENC
25.0,29.2,27.2,82.0,9.0,0.7,27.0,83.0,8.5,29.6,25.7,1.7333333333333298,1
25.6,29.8,26.7,83.0,8.8,3.0,27.2,82.0,9.0,29.2,25.0,2.23333333333333,1
25.0,29.8,27.1,82.0,8.4,0.9,26.7,83.0,8.8,29.8,25.6,1.5333333333333299,1
25.0,29.4,26.9,80.0,9.1,3.0,27.1,82.0,8.4,29.8,25.0,2.2999999999999967,1
25.3,29.8,26.8,82.0,9.5,1.4,26.9,80.0,9.1,29.4,25.0,1.766666666666663,1
24.4,29.5,27.0,78.0,8.0,3.0,26.8,82.0,9.5,29.8,25.3,2.466666666666663,4
24.8,29.3,26.4,80.0,9.2,0.0,27.0,78.0,8.0,29.5,24.4,1.4666666666666632,1
25.0,29.6,26.4,78.0,10.2,3.0,26.4,80.0,9.2,29.3,24.8,1.9999999999999964,1
23.2,30.0,26.9,80.0,10.1,3.0,26.4,78.0,10.2,29.6,25.0,1.9999999999999964,4
23.7,30.2,27.4,81.0,9.5,0.0,26.9,80.0,10.1,30.0,23.2,1.9999999999999964,1
25.0,30.2,27.9,80.0,9.7,3.0,27.4,81.0,9.5,30.2,23.7,1.9999999999999964,1
26.6,30.6,27.7,83.0,9.0,3.0,27.9,80.0,9.7,30.2,25.0,1.9999999999999964,1
25.5,30.4,27.2,84.0,6.2,3.0,27.7,83.0,9.0,30.6,26.6,3.0,1
24.2,27.4,25.8,88.0,7.3,7.1,27.2,84.0,6.2,30.4,25.5,4.366666666666663,3
25.0,29.9,27.6,84.0,0.3,48.8,25.8,88.0,7.3,27.4,24.2,19.63333333333333,3
25.2,30.2,27.9,80.0,7.2,45.2,27.6,84.0,0.3,29.9,25.0,33.699999999999996,1
26.6,30.2,27.7,82.0,8.5,3.0,27.9,80.0,7.2,30.2,25.2,32.333333333333336,1
25.0,30.3,27.9,80.0,6.2,3.0,27.7,82.0,8.5,30.2,26.6,17.066666666666663,1
25.0,29.8,26.6,85.0,8.0,3.0,27.9,80.0,6.2,30.3,25.0,3.0,1
23.8,30.6,26.9,84.0,4.0,15.0,26.6,85.0,8.0,29.8,25.0,6.999999999999996,0
25.2,29.6,27.2,81.0,4.8,86.7,26.9,84.0,4.0,30.6,23.8,34.9,1
25.5,30.0,27.6,82.0,7.3,5.2,27.2,81.0,4.8,29.6,25.2,35.63333333333333,1
25.8,29.9,27.6,85.0,9.0,2.7,27.6,82.0,7.3,30.0,25.5,31.53333333333333,3
26.4,30.2,27.9,86.0,8.4,22.7,27.6,85.0,9.0,29.9,25.8,10.199999999999996,1
26.2,30.8,28.1,83.0,7.8,3.0,27.9,86.0,8.4,30.2,26.4,9.466666666666663,1
26.4,30.2,27.8,81.0,9.0,2.1,28.1,83.0,7.8,30.8,26.2,9.266666666666664,4
23.1,28.4,24.8,90.0,7.4,0.0,27.8,81.0,9.0,30.2,26.4,1.699999999999995,3
23.1,28.6,25.1,90.0,3.0,28.8,24.8,90.0,7.4,28.4,23.1,10.299999999999995,0
23.8,29.0,26.5,80.0,1.1,62.6,25.1,90.0,3.0,28.6,23.1,30.466666666666665,1
25.0,30.8,26.8,83.0,7.5,6.6,26.5,80.0,1.1,29.0,23.8,32.666666666666664,1
25.2,29.5,26.8,83.0,7.3,3.0,26.8,83.0,7.5,30.8,25.0,24.066666666666663,1
25.4,30.0,27.0,86.0,7.8,3.0,26.8,83.0,7.3,29.5,25.2,4.199999999999995,1
25.0,30.2,27.2,86.0,5.0,3.0,27.0,86.0,7.8,30.0,25.4,3.0,1
25.0,29.4,27.2,85.0,7.4,4.1,27.2,86.0,5.0,30.2,25.0,3.366666666666662,3
25.4,30.0,27.5,84.0,5.0,39.7,27.2,85.0,7.4,29.4,25.0,15.599999999999996,1
26.0,30.0,27.7,85.0,9.8,0.8,27.5,84.0,5.0,30.0,25.4,14.866666666666662,1
26.2,30.2,27.6,84.0,8.4,0.2,27.7,85.0,9.8,30.0,26.0,13.566666666666663,1
25.8,29.5,27.4,83.0,6.0,3.0,27.6,84.0,8.4,30.2,26.2,1.3333333333333286,1
25.7,29.8,27.1,81.0,1.4,3.0,27.4,83.0,6.0,29.5,25.8,2.066666666666662,4
25.2,30.1,27.3,83.0,5.4,0.0,27.1,81.0,1.4,29.8,25.7,1.9999999999999953,1
24.4,28.5,26.3,90.0,5.3,0.9,27.3,83.0,5.4,30.1,25.2,1.2999999999999952,0
25.0,30.6,27.5,86.0,0.2,63.0,26.3,90.0,5.3,28.5,24.4,21.299999999999994,3
25.0,29.6,26.3,88.0,9.1,28.1,27.5,86.0,0.2,30.6,25.0,30.66666666666666,0
25.1,31.0,27.5,83.0,2.0,76.6,26.3,88.0,9.1,29.6,25.0,55.9,1
25.3,29.8,26.9,88.0,5.3,0.5,27.5,83.0,2.0,31.0,25.1,35.066666666666656,3
25.0,30.4,27.2,87.0,4.4,20.7,26.9,88.0,5.3,29.8,25.3,32.599999999999994,0
25.0,28.9,26.1,91.0,6.2,60.3,27.2,87.0,4.4,30.4,25.0,27.16666666666666,0
24.5,30.1,26.8,87.0,0.8,61.0,26.1,91.0,6.2,28.9,25.0,47.333333333333336,0
22.7,30.2,25.8,88.0,0.0,52.3,26.8,87.0,0.8,30.1,24.5,57.86666666666665,2
23.4,30.6,27.9,81.0,4.0,102.7,25.8,88.0,0.0,30.2,22.7,72.0,1
24.1,30.8,27.9,84.0,9.3,1.8,27.9,81.0,4.0,30.6,23.4,52.26666666666666,0
24.8,31.2,27.6,87.0,7.2,71.9,27.9,84.0,9.3,30.8,24.1,58.79999999999999,3
24.0,30.4,26.9,85.0,1.2,43.5,27.6,87.0,7.2,31.2,24.8,39.06666666666666,1
24.2,32.4,27.8,82.0,7.5,14.4,26.9,85.0,1.2,30.4,24.0,43.26666666666666,1
23.8,30.0,27.0,86.0,6.7,7.6,27.8,82.0,7.5,32.4,24.2,21.83333333333333,2
24.2,31.4,28.0,78.0,1.0,106.7,27.0,86.0,6.7,30.0,23.8,42.9,3
25.8,31.0,28.2,78.0,8.4,23.5,28.0,78.0,1.0,31.4,24.2,45.93333333333333,1
25.2,31.6,27.3,88.0,3.0,3.0,28.2,78.0,8.4,31.0,25.8,44.4,1
24.6,30.6,27.5,86.0,2.0,15.6,27.3,88.0,3.0,31.6,25.2,14.03333333333333,3
25.2,31.5,29.4,75.0,7.0,41.9,27.5,86.0,2.0,30.6,24.6,20.16666666666666,1
24.4,31.1,26.6,86.0,9.8,3.0,29.4,75.0,7.0,31.5,25.2,20.16666666666666,3
25.4,31.4,28.0,82.0,4.0,23.0,26.6,86.0,9.8,31.1,24.4,22.633333333333326,1
25.8,31.2,27.5,84.0,6.4,2.0,28.0,82.0,4.0,31.4,25.4,9.333333333333329,1
24.6,30.4,27.2,87.0,5.5,1.0,27.5,84.0,6.4,31.2,25.8,8.666666666666663,2
25.0,31.5,28.2,86.0,3.2,114.0,27.2,87.0,5.5,30.4,24.6,38.99999999999999,3
26.0,32.0,29.0,84.0,9.3,29.7,28.2,86.0,3.2,31.5,25.0,48.23333333333333,1
25.0,32.1,27.7,88.0,7.2,1.2,29.0,84.0,9.3,32.0,26.0,48.29999999999999,3
24.6,31.4,27.4,86.0,7.0,25.3,27.7,88.0,7.2,32.1,25.0,18.73333333333333,3
24.4,31.8,28.2,85.0,7.2,24.8,27.4,86.0,7.0,31.4,24.6,17.099999999999994,0
23.8,30.8,27.0,86.0,8.5,63.5,28.2,85.0,7.2,31.8,24.4,37.86666666666666,3
24.1,31.8,27.9,84.0,5.3,23.8,27.0,86.0,8.5,30.8,23.8,37.36666666666666,3
25.2,31.6,28.5,84.0,8.0,26.9,27.9,84.0,5.3,31.8,24.1,38.06666666666666,3
25.0,31.2,28.2,83.0,8.2,28.5,28.5,84.0,8.0,31.6,25.2,26.399999999999995,1
25.0,31.6,28.1,88.0,5.2,2.4,28.2,83.0,8.2,31.2,25.0,19.266666666666662,1
24.5,30.1,26.9,86.0,3.6,8.5,28.1,88.0,5.2,31.6,25.0,13.133333333333328,3
25.0,31.5,28.0,84.0,3.1,45.0,26.9,86.0,3.6,30.1,24.5,18.63333333333333,1
24.7,30.0,27.3,85.0,5.6,3.0,28.0,84.0,3.1,31.5,25.0,18.83333333333333,1
25.2,28.9,26.1,91.0,4.2,8.8,27.3,85.0,5.6,30.0,24.7,18.933333333333326,1
24.2,31.0,27.4,79.0,0.0,14.1,26.1,91.0,4.2,28.9,25.2,8.633333333333328,3
24.2,31.2,27.8,79.0,6.5,32.6,27.4,79.0,0.0,31.0,24.2,18.499999999999996,4
24.9,30.8,27.4,84.0,2.7,0.0,27.8,79.0,6.5,31.2,24.2,15.566666666666663,1
25.0,28.0,25.5,90.0,3.2,3.0,27.4,84.0,2.7,30.8,24.9,11.866666666666662,2
23.6,29.2,26.1,88.0,0.0,133.2,25.5,90.0,3.2,28.0,25.0,45.4,3
24.5,29.8,26.8,89.0,1.1,23.1,26.1,88.0,0.0,29.2,23.6,53.099999999999994,1
24.0,30.9,27.4,84.0,1.7,3.5,26.8,89.0,1.1,29.8,24.5,53.26666666666666,0
24.0,31.0,27.1,82.0,8.9,50.3,27.4,84.0,1.7,30.9,24.0,25.633333333333336,3
25.0,30.8,27.4,84.0,6.2,27.3,27.1,82.0,8.9,31.0,24.0,27.03333333333333,1
24.5,31.2,26.7,88.0,6.85,17.5,27.4,84.0,6.2,30.8,25.0,31.7,1
25.0,31.6,27.4,80.0,4.0,1.8,26.7,88.0,6.85,31.2,24.5,15.533333333333333,3
24.8,32.3,27.6,83.0,2.1,40.5,27.4,80.0,4.0,31.6,25.0,19.933333333333334,1
25.6,32.8,28.8,78.0,2.5,6.9,27.6,83.0,2.1,32.3,24.8,16.4,1
24.9,32.6,28.0,77.0,4.5,3.8,28.8,78.0,2.5,32.8,25.6,17.066666666666666,1
25.6,31.4,27.9,82.0,6.0,3.0,28.0,77.0,4.5,32.6,24.9,4.566666666666666,1
25.5,31.4,27.5,85.0,2.7,3.0,27.9,82.0,6.0,31.4,25.6,3.266666666666667,1
25.0,30.4,27.0,84.0,2.1,3.5,27.5,85.0,2.7,31.4,25.5,3.1666666666666665,1
24.0,30.8,26.1,89.0,3.3,13.8,27.0,84.0,2.1,30.4,25.0,6.766666666666667,0
24.4,29.2,26.5,89.0,3.5,86.4,26.1,89.0,3.3,30.8,24.0,34.56666666666667,0
25.0,25.9,25.1,94.0,3.4,71.5,26.5,89.0,3.5,29.2,24.4,57.23333333333333,1
24.0,29.4,26.1,89.0,0.5,12.4,25.1,94.0,3.4,25.9,25.0,56.76666666666666,0
24.2,29.8,26.5,89.0,0.2,60.8,26.1,89.0,0.5,29.4,24.0,48.23333333333333,1
24.0,28.0,25.7,88.0,0.1,12.2,26.5,89.0,0.2,29.8,24.2,28.466666666666665,1
25.0,31.2,26.9,86.0,0.0,4.2,25.7,88.0,0.1,28.0,24.0,25.73333333333333,1
24.3,31.3,27.9,80.0,4.8,17.2,26.9,86.0,0.0,31.2,25.0,11.199999999999998,1
24.8,31.6,28.1,78.0,9.3,2.7,27.9,80.0,4.8,31.3,24.3,8.033333333333333,4
25.4,31.4,27.8,82.0,7.0,0.0,28.1,78.0,9.3,31.6,24.8,6.633333333333333,1
25.5,32.0,28.2,82.0,5.3,2.1,27.8,82.0,7.0,31.4,25.4,1.6000000000000003,4
25.4,31.5,27.9,82.0,7.2,0.0,28.2,82.0,5.3,32.0,25.5,0.7000000000000001,1
25.2,31.8,28.4,79.0,6.3,4.5,27.9,82.0,7.2,31.5,25.4,2.1999999999999997,1
25.0,30.0,27.3,82.0,5.7,1.8,28.4,79.0,6.3,31.8,25.2,2.1,1
25.0,31.6,27.7,82.0,1.0,1.7,27.3,82.0,5.7,30.0,25.0,2.6666666666666665,1
24.2,30.2,27.1,85.0,6.8,12.3,27.7,82.0,1.0,31.6,25.0,5.266666666666667,3
24.4,31.4,27.4,88.0,2.2,36.0,27.1,85.0,6.8,30.2,24.2,16.666666666666668,1
25.0,29.0,26.6,87.0,3.5,11.5,27.4,88.0,2.2,31.4,24.4,19.933333333333334,3
24.7,32.1,26.8,86.0,0.0,22.2,26.6,87.0,3.5,29.0,25.0,23.233333333333334,3
24.6,31.0,27.7,80.0,5.5,25.9,26.8,86.0,0.0,32.1,24.7,19.866666666666664,1
24.4,30.8,27.2,83.0,6.6,10.1,27.7,80.0,5.5,31.0,24.6,19.4,1
24.5,29.2,27.1,87.0,0.3,3.7,27.2,83.0,6.6,30.8,24.4,13.233333333333334,4
25.0,31.0,27.4,84.0,0.0,0.0,27.1,87.0,0.3,29.2,24.5,4.6000000000000005,1
24.4,32.4,27.6,84.0,3.4,1.6,27.4,84.0,0.0,31.0,25.0,1.7666666666666668,1
24.6,31.4,27.5,83.0,5.6,8.2,27.6,84.0,3.4,32.4,24.4,3.266666666666667,1
24.7,31.8,28.1,82.0,4.6,3.0,27.5,83.0,5.6,31.4,24.6,4.266666666666667,4
25.0,31.6,27.5,82.0,1.6,0.0,28.1,82.0,4.6,31.8,24.7,3.733333333333334,1
24.6,31.6,27.7,83.0,6.0,7.5,27.5,82.0,1.6,31.6,25.0,3.5000000000000004,1
24.0,27.8,25.7,93.0,5.4,4.8,27.7,83.0,6.0,31.6,24.6,4.1000000000000005,3
24.8,31.3,27.3,87.0,5.5,43.9,25.7,93.0,5.4,27.8,24.0,18.733333333333334,1
24.6,31.9,27.7,84.0,5.6,11.4,27.3,87.0,5.5,31.3,24.8,20.03333333333333,1
24.6,32.2,27.9,82.0,4.0,3.1,27.7,84.0,5.6,31.9,24.6,19.466666666666665,1
24.0,30.8,26.9,83.0,7.0,0.8,27.9,82.0,4.0,32.2,24.6,5.1000000000000005,2
24.0,31.2,27.8,82.0,0.7,132.5,26.9,83.0,7.0,30.8,24.0,45.46666666666667,1
23.7,31.0,26.4,85.0,0.0,3.0,27.8,82.0,0.7,31.2,24.0,45.43333333333334,1
23.3,32.4,28.0,84.0,1.2,3.0,26.4,85.0,0.0,31.0,23.7,46.166666666666664,1
25.0,32.8,28.1,82.0,6.5,0.2,28.0,84.0,1.2,32.4,23.3,2.066666666666667,1
24.8,33.2,27.9,74.0,7.7,7.2,28.1,82.0,6.5,32.8,25.0,3.466666666666667,1
25.0,32.8,29.3,70.0,6.0,7.8,27.9,74.0,7.7,33.2,24.8,5.066666666666666,1
25.4,31.8,27.9,82.0,5.8,3.0,29.3,70.0,6.0,32.8,25.0,6.0,1
25.2,32.1,28.0,83.0,6.85,2.6,27.9,82.0,5.8,31.8,25.4,4.466666666666667,1
24.6,31.6,27.9,80.0,4.3,2.6,28.0,83.0,6.85,32.1,25.2,2.733333333333333,1
25.0,32.3,27.5,83.0,4.1,0.2,27.9,80.0,4.3,31.6,24.6,1.8,1
25.0,31.4,27.7,80.0,1.8,3.0,27.5,83.0,4.1,32.3,25.0,1.9333333333333336,4
25.0,31.0,26.7,86.0,4.3,0.0,27.7,80.0,1.8,31.4,25.0,1.0666666666666667,1
24.8,31.2,26.6,84.0,3.2,7.0,26.7,86.0,4.3,31.0,25.0,3.3333333333333335,1
24.0,31.7,26.4,86.0,2.5,3.3,26.6,84.0,3.2,31.2,24.8,3.4333333333333336,1
23.8,31.0,26.8,88.0,4.2,7.0,26.4,86.0,2.5,31.7,24.0,5.766666666666667,1
24.7,31.0,27.1,83.0,4.6,13.6,26.8,88.0,4.2,31.0,23.8,7.966666666666666,1
24.8,33.0,27.0,86.0,0.7,7.5,27.1,83.0,4.6,31.0,24.7,9.366666666666665,1
25.0,32.9,27.7,82.0,4.5,4.4,27.0,86.0,0.7,33.0,24.8,8.5,1
25.4,33.4,28.6,80.0,6.5,2.3,27.7,82.0,4.5,32.9,25.0,4.733333333333333,1
25.2,32.0,27.0,85.0,6.1,3.0,28.6,80.0,6.5,33.4,25.4,3.233333333333333,1
24.8,33.0,27.7,81.0,2.5,1.8,27.0,85.0,6.1,32.0,25.2,2.3666666666666667,1
25.0,33.3,26.8,86.0,6.0,11.5,27.7,81.0,2.5,33.0,24.8,5.433333333333334,1
25.0,31.9,27.7,80.0,4.8,5.4,26.8,86.0,6.0,33.3,25.0,6.233333333333334,3
25.6,31.6,28.1,80.0,1.0,42.5,27.7,80.0,4.8,31.9,25.0,19.8,4
25.2,31.2,26.8,86.0,2.0,0.0,28.1,80.0,1.0,31.6,25.6,15.966666666666669,1
24.5,32.6,27.2,85.0,1.2,9.1,26.8,86.0,2.0,31.2,25.2,17.200000000000003,1
25.0,30.8,27.6,84.0,3.7,6.3,27.2,85.0,1.2,32.6,24.5,5.1333333333333355,1
25.0,31.4,28.1,81.0,2.8,3.4,27.6,84.0,3.7,30.8,25.0,6.266666666666669,1
25.4,32.0,28.2,84.0,10.6,16.6,28.1,81.0,2.8,31.4,25.0,8.766666666666671,1
23.8,32.4,27.4,85.0,10.6,3.1,28.2,84.0,10.6,32.0,25.4,7.700000000000004,0
23.8,31.6,27.1,85.0,7.2,66.8,27.4,85.0,10.6,32.4,23.8,28.83333333333334,1
24.2,33.0,28.0,82.0,3.1,1.8,27.1,85.0,7.2,31.6,23.8,23.900000000000002,3
24.8,33.2,28.4,79.0,9.6,46.5,28.0,82.0,3.1,33.0,24.2,38.36666666666667,1
24.2,29.2,26.7,87.0,5.4,3.0,28.4,79.0,9.6,33.2,24.8,17.100000000000005,3
24.0,32.8,26.9,84.0,0.0,47.4,26.7,87.0,5.4,29.2,24.2,32.300000000000004,1
24.6,31.6,27.1,81.0,4.5,11.0,26.9,84.0,0.0,32.8,24.0,20.466666666666672,3
24.8,32.0,27.9,76.0,1.0,28.9,27.1,81.0,4.5,31.6,24.6,29.100000000000005,1
25.6,33.4,28.4,75.0,2.3,3.0,27.9,76.0,1.0,32.0,24.8,14.300000000000004,1
25.0,32.6,28.3,80.0,1.1,3.0,28.4,75.0,2.3,33.4,25.6,11.633333333333338,1
25.5,32.4,27.7,81.0,7.3,1.4,28.3,80.0,1.1,32.6,25.0,2.4666666666666717,1
22.3,29.4,26.0,88.0,2.2,3.0,27.7,81.0,7.3,32.4,25.5,2.4666666666666717,0
23.6,32.8,27.9,80.0,0.0,52.1,26.0,88.0,2.2,29.4,22.3,18.83333333333334,1
24.4,31.4,27.5,80.0,6.0,2.1,27.9,80.0,0.0,32.8,23.6,19.066666666666674,1
25.8,32.0,27.9,84.0,0.5,2.9,27.5,80.0,6.0,31.4,24.4,19.03333333333334,1
23.2,31.0,26.7,84.0,5.0,3.0,27.9,84.0,0.5,32.0,25.8,2.6666666666666714,3
24.1,33.2,28.8,77.0,2.0,22.5,26.7,84.0,5.0,31.0,23.2,9.46666666666667,1
25.8,32.8,27.7,80.0,6.0,3.0,28.8,77.0,2.0,33.2,24.1,9.500000000000005,4
25.2,33.0,27.6,82.0,4.5,0.0,27.7,80.0,6.0,32.8,25.8,8.500000000000005,1
24.8,32.4,28.1,79.0,6.6,1.5,27.6,82.0,4.5,33.0,25.2,1.5000000000000047,4
25.0,31.0,28.4,77.0,6.4,0.0,28.1,79.0,6.6,32.4,24.8,0.5000000000000048,1
25.4,33.0,28.2,81.0,10.5,3.0,28.4,77.0,6.4,31.0,25.0,1.5000000000000047,1
24.2,31.0,27.3,82.0,8.3,3.0,28.2,81.0,10.5,33.0,25.4,2.000000000000005,3
24.4,30.4,26.4,88.0,7.0,44.1,27.3,82.0,8.3,31.0,24.2,16.700000000000006,1
23.8,32.4,26.8,84.0,7.4,3.0,26.4,88.0,7.0,30.4,24.4,16.700000000000006,1
23.8,33.4,28.3,80.0,7.2,2.0,26.8,84.0,7.4,32.4,23.8,16.36666666666667,1
25.0,30.6,27.3,86.0,6.4,6.2,28.3,80.0,7.2,33.4,23.8,3.733333333333338,1
23.6,31.8,27.0,84.0,1.5,1.5,27.3,86.0,6.4,30.6,25.0,3.233333333333338,1
23.8,31.0,27.8,81.0,8.0,3.1,27.0,84.0,1.5,31.8,23.6,3.600000000000005,1
25.0,31.4,27.6,83.0,1.5,3.0,27.8,81.0,8.0,31.0,23.8,2.533333333333338,1
25.0,30.8,27.3,86.0,7.5,3.0,27.6,83.0,1.5,31.4,25.0,3.033333333333338,1
24.7,31.2,27.2,84.0,4.7,3.4,27.3,86.0,7.5,30.8,25.0,3.133333333333338,3
24.4,32.2,27.8,84.0,3.5,26.1,27.2,84.0,4.7,31.2,24.7,10.833333333333337,1
25.2,31.6,27.8,83.0,8.3,3.0,27.8,84.0,3.5,32.2,24.4,10.833333333333337,1
24.2,32.7,27.8,80.0,4.4,3.0,27.8,83.0,8.3,31.6,25.2,10.700000000000005,1
24.0,32.0,27.4,84.0,9.0,3.0,27.8,80.0,4.4,32.7,24.2,3.0,1
24.4,32.0,28.0,82.0,6.2,19.7,27.4,84.0,9.0,32.0,24.0,8.566666666666672,1
24.3,32.6,28.0,79.0,9.3,11.7,28.0,82.0,6.2,32.0,24.4,11.46666666666667,1
25.0,31.6,27.7,82.0,4.5,4.9,28.0,79.0,9.3,32.6,24.3,12.100000000000003,1
25.4,32.4,28.2,80.0,7.3,2.6,27.7,82.0,4.5,31.6,25.0,6.400000000000005,4
25.4,34.0,28.3,82.0,8.3,0.0,28.2,80.0,7.3,32.4,25.4,2.500000000000005,1
25.6,32.2,28.6,81.0,7.8,0.9,28.3,82.0,8.3,34.0,25.4,1.1666666666666714,1
26.0,32.4,28.6,84.0,9.0,1.9,28.6,81.0,7.8,32.2,25.6,0.933333333333338,1
25.8,31.2,28.0,84.0,2.5,1.0,28.6,84.0,9.0,32.4,26.0,1.2666666666666713,1
26.0,31.9,28.2,85.0,7.0,3.6,28.0,84.0,2.5,31.2,25.8,2.1666666666666714,1
25.0,30.6,27.0,88.0,4.4,1.0,28.2,85.0,7.0,31.9,26.0,1.8666666666666714,0
25.0,31.7,28.0,81.0,6.85,55.5,27.0,88.0,4.4,30.6,25.0,20.03333333333334,1
25.4,31.4,27.5,86.0,8.3,3.0,28.0,81.0,6.85,31.7,25.0,19.83333333333334,1
25.0,31.4,26.9,88.0,4.8,4.6,27.5,86.0,8.3,31.4,25.4,21.03333333333334,1
25.6,32.2,27.4,85.0,3.1,3.4,26.9,88.0,4.8,31.4,25.0,3.6666666666666714,1
25.4,31.8,27.4,84.0,1.3,15.3,27.4,85.0,3.1,32.2,25.6,7.766666666666672,1
24.0,31.9,27.6,86.0,7.3,3.0,27.4,84.0,1.3,31.8,25.4,7.233333333333339,3
25.2,32.6,28.6,82.0,4.5,42.9,27.6,86.0,7.3,31.9,24.0,20.400000000000006,1
25.0,32.0,28.4,80.0,7.2,7.0,28.6,82.0,4.5,32.6,25.2,17.633333333333336,1
25.6,33.4,28.9,79.0,7.0,1.0,28.4,80.0,7.2,32.0,25.0,16.96666666666667,1
25.6,33.8,29.1,79.0,6.85,3.0,28.9,79.0,7.0,33.4,25.6,3.6666666666666714,1
25.2,32.0,27.4,82.0,7.5,3.0,29.1,79.0,6.85,33.8,25.6,2.333333333333338,4
24.5,32.0,28.3,82.0,5.3,0.0,27.4,82.0,7.5,32.0,25.2,2.000000000000005,1
24.6,32.6,27.4,82.0,7.9,12.6,28.3,82.0,5.3,32.0,24.5,5.200000000000005,1
24.4,32.2,27.3,82.0,7.0,3.3,27.4,82.0,7.9,32.6,24.6,5.300000000000004,1
24.4,32.0,27.9,84.0,5.5,7.7,27.3,82.0,7.0,32.2,24.4,7.866666666666672,1
24.4,31.4,27.5,83.0,4.5,7.0,27.9,84.0,5.5,32.0,24.4,6.000000000000004,1
24.7,31.6,27.9,81.0,6.6,3.0,27.5,83.0,4.5,31.4,24.4,5.900000000000005,1
25.2,31.6,28.0,78.0,9.5,0.4,27.9,81.0,6.6,31.6,24.7,3.4666666666666717,1
25.0,31.6,28.2,81.0,9.0,1.8,28.0,78.0,9.5,31.6,25.2,1.733333333333338,1
24.6,31.4,27.3,84.0,7.4,3.0,28.2,81.0,9.0,31.6,25.0,1.733333333333338,1
24.6,31.2,28.0,80.0,7.4,12.4,27.3,84.0,7.4,31.4,24.6,5.733333333333338,1
24.5,31.2,27.7,80.0,9.3,3.0,28.0,80.0,7.4,31.2,24.6,6.133333333333337,1
24.9,31.2,27.4,81.0,10.2,3.0,27.7,80.0,9.3,31.2,24.5,6.133333333333337,1
25.0,31.0,27.6,80.0,10.0,3.0,27.4,81.0,10.2,31.2,24.9,3.0,1
24.9,31.4,27.7,80.0,10.0,3.0,27.6,80.0,10.0,31.0,25.0,3.0,1
25.0,31.6,27.9,79.0,7.5,3.0,27.7,80.0,10.0,31.4,24.9,3.0,1
25.6,31.8,28.3,80.0,10.1,5.8,27.9,79.0,7.5,31.6,25.0,3.9333333333333385,1
25.4,31.6,28.0,82.0,10.1,3.0,28.3,80.0,10.1,31.8,25.6,3.9333333333333385,1
25.8,31.2,28.5,76.0,9.5,7.7,28.0,82.0,10.1,31.6,25.4,5.500000000000004,1
25.0,31.2,27.6,81.0,8.4,3.0,28.5,76.0,9.5,31.2,25.8,4.566666666666672,1
25.6,31.2,28.3,79.0,8.9,3.0,27.6,81.0,8.4,31.2,25.0,4.566666666666673,1
26.0,31.4,28.5,84.0,9.4,0.3,28.3,79.0,8.9,31.2,25.6,2.1000000000000054,1
26.0,32.0,28.7,82.0,9.0,3.0,28.5,84.0,9.4,31.4,26.0,2.1000000000000054,4
25.4,32.0,28.3,84.0,7.3,0.0,28.7,82.0,9.0,32.0,26.0,1.1000000000000052,1
25.8,31.8,28.4,84.0,6.4,1.5,28.3,84.0,7.3,32.0,25.4,1.5000000000000053,1
24.5,31.8,28.5,82.0,8.5,3.0,28.4,84.0,6.4,31.8,25.8,1.5000000000000053,1
25.6,31.8,28.2,83.0,8.0,3.0,28.5,82.0,8.5,31.8,24.5,2.5000000000000053,1
26.0,31.6,28.4,84.0,9.2,6.3,28.2,83.0,8.0,31.8,25.6,4.100000000000005,1
26.0,31.4,28.1,82.0,7.0,0.1,28.4,84.0,9.2,31.6,26.0,3.1333333333333386,1
24.8,31.0,27.5,78.0,6.8,1.2,28.1,82.0,7.0,31.4,26.0,2.5333333333333385,1
23.4,30.8,27.0,84.0,10.0,0.2,27.5,78.0,6.8,31.0,24.8,0.5000000000000053,4
24.4,31.6,28.4,83.0,10.4,0.0,27.0,84.0,10.0,30.8,23.4,0.46666666666667195,1
26.2,30.8,28.2,84.0,10.0,3.0,28.4,83.0,10.4,31.6,24.4,1.066666666666672,1
26.4,31.2,28.8,81.0,7.0,3.7,28.2,84.0,10.0,30.8,26.2,2.2333333333333387,1
25.2,31.8,28.7,82.0,5.5,7.9,28.8,81.0,7.0,31.2,26.4,4.866666666666672,1
27.0,31.4,29.0,78.0,9.5,3.0,28.7,82.0,5.5,31.8,25.2,4.866666666666672,4
27.0,30.8,28.5,80.0,10.0,0.0,29.0,78.0,9.5,31.4,27.0,3.6333333333333386,1
26.0,30.8,27.5,83.0,10.0,3.0,28.5,80.0,10.0,30.8,27.0,2.0000000000000053,1
26.0,31.0,28.2,80.0,7.3,3.0,27.5,83.0,10.0,30.8,26.0,2.0000000000000053,4
25.4,30.6,27.5,83.0,10.0,0.0,28.2,80.0,7.3,31.0,26.0,2.0000000000000053,1
25.8,30.7,27.7,82.0,8.0,3.0,27.5,83.0,10.0,30.6,25.4,2.0000000000000053,1
25.2,31.0,28.2,83.0,9.2,3.0,27.7,82.0,8.0,30.7,25.8,2.0000000000000053,1
25.0,30.8,27.3,85.0,9.5,3.0,28.2,83.0,9.2,31.0,25.2,3.0,1
25.2,30.6,27.5,85.0,10.5,1.5,27.3,85.0,9.5,30.8,25.0,2.5000000000000053,1
